user_id,cpf,e-mail,entry_date,entry_time,name,update_date
user_402,51904166540,cliente402@exemplo.com,2023-04-29,07:56:00,Cliente 402,2023-05-28
user_403,54065160107,cliente403@exemplo.com,2023-02-12,06:39:00,Cliente 403,2023-04-10
user_404,42893428749,cliente404@exemplo.com,2023-10-30,08:25:00,Cliente 404,2023-01-11
user_405,99013911062,cliente405@exemplo.com,2023-11-19,03:20:00,Cliente 405,2023-07-04
user_406,98419313929,cliente406@exemplo.com,2023-07-18,11:47:00,Cliente 406,2023-01-05
user_408,80275549448,cliente408@exemplo.com,2023-02-15,04:49:00,Cliente 408,2023-08-11
user_409,47458090594,cliente409@exemplo.com,2023-10-25,18:42:00,Cliente 409,2023-08-08
user_41,17558175789,cliente41@exemplo.com,2023-03-05,02:42:00,Cliente 41,2023-03-01
user_410,34619530383,cliente410@exemplo.com,2023-08-03,06:03:44,Cliente 410,2023-09-22
user_411,78610784855,cliente411@exemplo.com,2023-04-29,05:03:00,Cliente 411,2023-07-27
user_412,38711326256,cliente412@exemplo.com,2023-12-20,17:14:31,Cliente 412,2023-04-28
user_413,91223936997,cliente413@exemplo.com,2023-03-22,18:13:00,Cliente 413,2023-02-19
user_415,80268782547,cliente415@exemplo.com,2023-04-01,18:38:00,Cliente 415,2023-06-26
user_416,69541959831,cliente416@exemplo.com,2023-12-01,19:10:58,Cliente 416,2023-01-17
user_417,82667253727,cliente417@exemplo.com,2023-04-06,18:57:23,Cliente 417,2023-11-23
user_418,93075655461,cliente418@exemplo.com,2023-09-22,03:53:00,Cliente 418,2023-12-25
user_419,95702922993,cliente419@exemplo.com,2023-01-10,21:55:28,Cliente 419,2023-12-28
user_42,63632921135,cliente42@exemplo.com,2023-10-07,06:38:43,Cliente 42,2023-12-04
user_420,80848637281,cliente420@exemplo.com,2023-03-20,12:26:00,Cliente 420,2023-06-20
user_422,98493697401,cliente422@exemplo.com,2023-12-15,13:13:33,Cliente 422,2023-03-25
user_423,17376172375,cliente423@exemplo.com,2023-04-03,12:45:18,Cliente 423,2023-07-18
user_424,33161125392,cliente424@exemplo.com,2023-09-28,15:53:42,Cliente 424,2023-07-25
user_425,86703232492,cliente425@exemplo.com,2023-03-17,03:39:40,Cliente 425,2023-01-06
user_426,32863504369,cliente426@exemplo.com,2023-05-29,05:50:00,Cliente 426,2023-10-14
user_427,88142137803,cliente427@exemplo.com,2023-04-04,04:20:00,Cliente 427,2023-11-13
user_429,82275245641,cliente429@exemplo.com,2023-08-29,05:33:00,Cliente 429,2023-07-30
user_430,48793392890,cliente430@exemplo.com,2023-04-06,01:09:00,Cliente 430,2023-01-18
user_431,99404092324,cliente431@exemplo.com,2023-06-25,04:28:00,Cliente 431,2023-03-28
user_432,15326820951,cliente432@exemplo.com,2023-11-21,05:40:00,Cliente 432,2023-06-22
user_433,69681840277,cliente433@exemplo.com,2023-09-16,10:09:00,Cliente 433,2023-07-05
user_434,35436043977,cliente434@exemplo.com,2023-10-26,08:41:38,Cliente 434,2023-11-03
user_436,10749111107,cliente436@exemplo.com,2023-09-26,15:13:11,Cliente 436,2023-09-09
user_437,47650122894,cliente437@exemplo.com,2023-07-15,19:35:00,Cliente 437,2023-03-17
user_438,43363695504,cliente438@exemplo.com,2023-10-10,06:17:00,Cliente 438,2023-09-02
user_439,19087732981,cliente439@exemplo.com,2023-05-06,12:22:00,Cliente 439,2023-06-20
user_44,71633758787,cliente44@exemplo.com,2023-09-20,21:11:39,Cliente 44,2023-09-17
user_440,44823736770,cliente440@exemplo.com,2023-07-16,14:55:37,Cliente 440,2023-11-01
user_441,84695158508,cliente441@exemplo.com,2023-10-17,10:05:00,Cliente 441,2023-11-14
user_443,84864152144,cliente443@exemplo.com,2023-05-09,01:51:00,Cliente 443,2023-08-15
user_444,63503632566,cliente444@exemplo.com,2023-02-27,01:38:35,Cliente 444,2023-01-08
user_445,98640613911,cliente445@exemplo.com,2023-06-06,13:02:08,Cliente 445,2023-06-05
user_446,43437353427,cliente446@exemplo.com,2023-02-11,02:45:59,Cliente 446,2023-02-02
user_447,90782681319,cliente447@exemplo.com,2023-03-18,11:41:00,Cliente 447,2023-01-31
user_448,38061921807,cliente448@exemplo.com,2023-09-25,11:10:52,Cliente 448,2023-11-28
user_45,70772240128,cliente45@exemplo.com,2023-10-01,06:44:26,Cliente 45,2023-08-10
user_450,74038202954,cliente450@exemplo.com,2023-06-19,10:33:00,Cliente 450,2023-12-08
user_451,98822412057,cliente451@exemplo.com,2023-06-05,06:27:00,Cliente 451,2023-05-13
user_452,76434167479,cliente452@exemplo.com,2023-02-05,09:45:00,Cliente 452,2023-09-17
user_453,67777253526,cliente453@exemplo.com,2023-03-04,22:26:00,Cliente 453,2023-02-09
user_454,93714016820,cliente454@exemplo.com,2023-06-10,03:48:00,Cliente 454,2023-08-12
user_455,44662855162,cliente455@exemplo.com,2023-06-13,04:57:00,Cliente 455,2023-12-10
user_457,89498312836,cliente457@exemplo.com,2023-12-05,21:54:00,Cliente 457,2023-10-25
user_458,30511943261,cliente458@exemplo.com,2023-05-18,08:35:24,Cliente 458,2023-04-30
user_459,51820598316,cliente459@exemplo.com,2023-07-24,06:02:00,Cliente 459,2023-09-11
user_46,79805136729,cliente46@exemplo.com,2023-05-21,21:10:20,Cliente 46,2023-12-29
user_460,54730261764,cliente460@exemplo.com,2023-01-14,12:16:00,Cliente 460,2023-08-09
user_461,35849466980,cliente461@exemplo.com,2023-06-30,04:51:00,Cliente 461,2023-08-29
user_462,92731395990,cliente462@exemplo.com,2023-05-04,03:00:00,Cliente 462,2023-08-16
user_464,85849289741,cliente464@exemplo.com,2023-11-25,17:24:37,Cliente 464,2023-06-09
user_465,71382744406,cliente465@exemplo.com,2023-02-05,04:21:00,Cliente 465,2023-08-17
user_466,80634940911,cliente466@exemplo.com,2023-10-09,08:37:00,Cliente 466,2023-06-15
user_467,80787188437,cliente467@exemplo.com,2023-09-13,13:30:00,Cliente 467,2023-01-22
user_468,24543438965,cliente468@exemplo.com,2023-07-18,01:20:00,Cliente 468,2023-01-15
user_469,38877477054,cliente469@exemplo.com,2023-12-15,09:47:27,Cliente 469,2023-07-24
user_47,76975786682,cliente47@exemplo.com,2023-03-03,17:27:13,Cliente 47,2023-12-26
user_471,71267049129,cliente471@exemplo.com,2023-08-09,00:21:05,Cliente 471,2023-08-20
user_472,67508536294,cliente472@exemplo.com,2023-05-25,13:00:24,Cliente 472,2023-07-30
user_473,29069385906,cliente473@exemplo.com,2023-03-29,20:36:34,Cliente 473,2023-10-19
user_474,32135928812,cliente474@exemplo.com,2023-05-20,05:53:00,Cliente 474,2023-09-09
user_475,67952865156,cliente475@exemplo.com,2023-11-14,10:15:42,Cliente 475,2023-11-15
user_476,55691501125,cliente476@exemplo.com,2023-06-25,16:07:25,Cliente 476,2023-01-02
user_478,36558434094,cliente478@exemplo.com,2023-06-05,07:31:00,Cliente 478,2023-02-22
user_479,62393060978,cliente479@exemplo.com,2023-01-28,10:10:00,Cliente 479,2023-08-24
user_48,40036163262,cliente48@exemplo.com,2023-09-27,03:51:05,Cliente 48,2023-12-04
user_480,81415782053,cliente480@exemplo.com,2023-05-08,12:34:00,Cliente 480,2023-06-09
user_481,15682513153,cliente481@exemplo.com,2023-12-04,05:20:24,Cliente 481,2023-03-29
user_482,45163617458,cliente482@exemplo.com,2023-01-24,18:59:25,Cliente 482,2023-04-25
user_483,12161406698,cliente483@exemplo.com,2023-07-01,11:43:14,Cliente 483,2023-08-24
user_485,78109772572,cliente485@exemplo.com,2023-08-28,00:14:00,Cliente 485,2023-09-08
user_486,22195514780,cliente486@exemplo.com,2023-12-02,04:46:00,Cliente 486,2023-12-08
user_487,70121761383,cliente487@exemplo.com,2023-07-15,18:31:09,Cliente 487,2023-12-16
user_488,59605051945,cliente488@exemplo.com,2023-05-13,03:28:00,Cliente 488,2023-12-20
user_489,56662254725,cliente489@exemplo.com,2023-09-12,11:08:10,Cliente 489,2023-11-01
user_49,67802341007,cliente49@exemplo.com,2023-06-25,19:44:04,Cliente 49,2023-11-05
user_490,81561128711,cliente490@exemplo.com,2023-08-29,04:31:00,Cliente 490,2023-05-31
user_492,73990167244,cliente492@exemplo.com,2023-11-01,16:33:48,Cliente 492,2023-11-10
user_493,88046885843,cliente493@exemplo.com,2023-10-19,15:16:40,Cliente 493,2023-05-20
user_494,99226600407,cliente494@exemplo.com,2023-01-22,06:27:00,Cliente 494,2023-10-11
user_495,25004568491,cliente495@exemplo.com,2023-09-10,11:00:00,Cliente 495,2023-11-27
user_496,96230406745,cliente496@exemplo.com,2023-04-08,04:06:00,Cliente 496,2023-08-06
user_497,74139867224,cliente497@exemplo.com,2023-02-23,00:38:23,Cliente 497,2023-06-07
user_499,33236362721,cliente499@exemplo.com,2023-03-29,23:49:00,Cliente 499,2023-03-07
user_5,74215374993,cliente5@exemplo.com,2023-02-25,22:57:41,Cliente 5,2023-08-25
user_500,32084864883,cliente500@exemplo.com,2023-12-22,10:41:47,Cliente 500,2023-01-02
user_501,13132652817,cliente501@exemplo.com,2023-12-04,06:46:00,Cliente 501,2023-12-26
user_502,91322104849,cliente502@exemplo.com,2023-07-01,16:02:18,Cliente 502,2023-08-06
user_503,86710662862,cliente503@exemplo.com,2023-11-27,20:28:00,Cliente 503,2023-09-09
user_504,93008475753,cliente504@exemplo.com,2023-10-16,10:51:00,Cliente 504,2023-07-17
user_506,94467950163,cliente506@exemplo.com,2023-04-15,02:15:00,Cliente 506,2023-10-14
user_507,96132130166,cliente507@exemplo.com,2023-09-23,02:29:00,Cliente 507,2023-03-16
user_508,12353626392,cliente508@exemplo.com,2023-07-20,09:41:00,Cliente 508,2023-01-13
user_509,82817457053,cliente509@exemplo.com,2023-08-01,12:29:00,Cliente 509,2023-10-19
user_51,97388475133,cliente51@exemplo.com,2023-11-01,10:48:00,Cliente 51,2023-01-19
user_510,81589713661,cliente510@exemplo.com,2023-10-03,09:01:00,Cliente 510,2023-03-05
user_511,25114185196,cliente511@exemplo.com,2023-10-12,12:27:00,Cliente 511,2023-08-06
user_513,13409646781,cliente513@exemplo.com,2023-06-10,04:19:00,Cliente 513,2023-11-21
user_514,16913117159,cliente514@exemplo.com,2023-12-28,13:06:22,Cliente 514,2023-02-28
user_515,96711025481,cliente515@exemplo.com,2023-04-05,17:18:00,Cliente 515,2023-10-24
user_516,12430864068,cliente516@exemplo.com,2023-02-19,09:04:55,Cliente 516,2023-03-28
user_517,10821829387,cliente517@exemplo.com,2023-09-27,17:13:48,Cliente 517,2023-07-05
user_518,58425711242,cliente518@exemplo.com,2023-08-08,15:08:12,Cliente 518,2023-09-28
user_52,61271724120,cliente52@exemplo.com,2023-04-17,22:59:00,Cliente 52,2023-05-28
user_520,21561307236,cliente520@exemplo.com,2023-02-24,04:47:00,Cliente 520,2023-08-14
user_521,50013326799,cliente521@exemplo.com,2023-08-10,20:37:04,Cliente 521,2023-07-10
user_522,10779058642,cliente522@exemplo.com,2023-03-17,02:51:00,Cliente 522,2023-04-11
user_523,35509000266,cliente523@exemplo.com,2023-05-30,05:58:00,Cliente 523,2023-12-08
user_524,84115874535,cliente524@exemplo.com,2023-11-03,18:04:02,Cliente 524,2023-12-24
user_525,39839439221,cliente525@exemplo.com,2023-11-04,04:43:00,Cliente 525,2023-08-13
user_527,17125803381,cliente527@exemplo.com,2023-09-16,23:31:00,Cliente 527,2023-06-17
user_528,11479270620,cliente528@exemplo.com,2023-07-11,04:13:00,Cliente 528,2023-10-02
user_529,39159052122,cliente529@exemplo.com,2023-03-15,12:02:00,Cliente 529,2023-04-16
user_53,42808108909,cliente53@exemplo.com,2023-09-15,10:29:00,Cliente 53,2023-07-12
user_530,37418583940,cliente530@exemplo.com,2023-05-08,08:25:51,Cliente 530,2023-06-11
user_531,77969205538,cliente531@exemplo.com,2023-03-03,10:53:00,Cliente 531,2023-07-16
user_532,75077650817,cliente532@exemplo.com,2023-05-31,12:56:00,Cliente 532,2023-12-06
user_534,75746516306,cliente534@exemplo.com,2023-09-01,01:54:00,Cliente 534,2023-12-12
user_535,28123496390,cliente535@exemplo.com,2023-08-11,10:35:00,Cliente 535,2023-05-15
user_536,33312016050,cliente536@exemplo.com,2023-04-04,17:35:00,Cliente 536,2023-03-24
user_537,43399065527,cliente537@exemplo.com,2023-06-09,18:21:25,Cliente 537,2023-07-27
user_538,61411522803,cliente538@exemplo.com,2023-02-21,11:19:00,Cliente 538,2023-12-01
user_539,46773593006,cliente539@exemplo.com,2023-03-15,09:17:00,Cliente 539,2023-09-15
user_54,21972379443,cliente54@exemplo.com,2023-12-18,23:48:00,Cliente 54,2023-10-10
user_541,70641340105,cliente541@exemplo.com,2023-01-26,10:39:00,Cliente 541,2023-05-13
user_542,30610503666,cliente542@exemplo.com,2023-07-02,07:55:00,Cliente 542,2023-05-03
user_543,24295633868,cliente543@exemplo.com,2023-09-11,17:03:00,Cliente 543,2023-03-31
user_544,51079586121,cliente544@exemplo.com,2023-08-13,09:57:00,Cliente 544,2023-02-04
user_545,70179316830,cliente545@exemplo.com,2023-12-15,06:33:00,Cliente 545,2023-01-15
user_546,86951559160,cliente546@exemplo.com,2023-11-25,05:48:07,Cliente 546,2023-12-03
user_548,71307798281,cliente548@exemplo.com,2023-10-04,05:32:30,Cliente 548,2023-04-20
user_549,54822041774,cliente549@exemplo.com,2023-10-27,05:04:00,Cliente 549,2023-10-31
user_55,54925977810,cliente55@exemplo.com,2023-03-12,09:50:00,Cliente 55,2023-07-24
user_550,28063963273,cliente550@exemplo.com,2023-06-20,02:11:00,Cliente 550,2023-04-21
user_551,30184612186,cliente551@exemplo.com,2023-01-31,14:01:00,Cliente 551,2023-08-08
user_552,44632888233,cliente552@exemplo.com,2023-07-01,06:04:17,Cliente 552,2023-07-23
user_553,92935195871,cliente553@exemplo.com,2023-01-12,04:44:00,Cliente 553,2023-04-14
user_555,72950264203,cliente555@exemplo.com,2023-02-18,12:31:53,Cliente 555,2023-11-04
user_556,88947463057,cliente556@exemplo.com,2023-07-31,21:53:36,Cliente 556,2023-06-20
user_557,51560784506,cliente557@exemplo.com,2023-09-28,04:30:00,Cliente 557,2023-11-28
user_558,76568514769,cliente558@exemplo.com,2023-10-25,07:14:00,Cliente 558,2023-06-05
user_559,58110685192,cliente559@exemplo.com,2023-09-20,07:06:00,Cliente 559,2023-03-11
user_56,93829257953,cliente56@exemplo.com,2023-10-07,10:39:00,Cliente 56,2023-11-14
user_560,18587067463,cliente560@exemplo.com,2023-09-04,06:44:00,Cliente 560,2023-08-15
user_562,29551785225,cliente562@exemplo.com,2023-02-20,05:10:00,Cliente 562,2023-04-28
user_563,36705016008,cliente563@exemplo.com,2023-12-01,16:57:00,Cliente 563,2023-09-23
user_564,38119151486,cliente564@exemplo.com,2023-10-24,15:20:04,Cliente 564,2023-06-20
user_565,52140608187,cliente565@exemplo.com,2023-09-01,15:10:22,Cliente 565,2023-08-02
user_566,82608806238,cliente566@exemplo.com,2023-03-10,16:38:46,Cliente 566,2023-03-16
user_567,19336367863,cliente567@exemplo.com,2023-06-20,02:55:00,Cliente 567,2023-01-05
user_569,35188513834,cliente569@exemplo.com,2023-05-04,16:55:48,Cliente 569,2023-11-08
user_570,16374482601,cliente570@exemplo.com,2023-05-02,12:55:00,Cliente 570,2023-04-16
user_571,46776387133,cliente571@exemplo.com,2023-12-21,14:12:10,Cliente 571,2023-08-21
user_572,27795297651,cliente572@exemplo.com,2023-08-28,19:24:12,Cliente 572,2023-05-31
user_573,34507168248,cliente573@exemplo.com,2023-06-06,04:42:00,Cliente 573,2023-11-30
user_574,66657647798,cliente574@exemplo.com,2023-06-22,16:54:00,Cliente 574,2023-01-19
user_576,33413078444,cliente576@exemplo.com,2023-11-30,19:42:00,Cliente 576,2023-11-26
user_577,54077157033,cliente577@exemplo.com,2023-02-20,04:02:00,Cliente 577,2023-08-17
user_578,97915436068,cliente578@exemplo.com,2023-11-14,08:24:06,Cliente 578,2023-11-19
user_579,99889160723,cliente579@exemplo.com,2023-11-20,21:58:00,Cliente 579,2023-09-03
user_58,28880931198,cliente58@exemplo.com,2023-02-20,13:59:00,Cliente 58,2023-02-04
user_580,28143440142,cliente580@exemplo.com,2023-07-04,11:29:00,Cliente 580,2023-01-17
user_581,51437113056,cliente581@exemplo.com,2023-02-28,07:46:00,Cliente 581,2023-04-05
user_583,72804682579,cliente583@exemplo.com,2023-05-09,00:30:00,Cliente 583,2023-01-09
user_584,43714722748,cliente584@exemplo.com,2023-12-22,03:56:00,Cliente 584,2023-07-29
user_585,54912377199,cliente585@exemplo.com,2023-10-01,17:06:07,Cliente 585,2023-09-13
user_586,58220748304,cliente586@exemplo.com,2023-12-13,10:36:00,Cliente 586,2023-04-23
user_587,72923814057,cliente587@exemplo.com,2023-07-11,20:20:00,Cliente 587,2023-02-15
user_588,69955004053,cliente588@exemplo.com,2023-05-28,22:43:00,Cliente 588,2023-10-15
user_59,53593942358,cliente59@exemplo.com,2023-10-11,02:32:00,Cliente 59,2023-05-19
user_590,63800599119,cliente590@exemplo.com,2023-09-24,23:37:00,Cliente 590,2023-11-30
user_591,50052926664,cliente591@exemplo.com,2023-08-24,02:11:00,Cliente 591,2023-09-19
user_592,27591467782,cliente592@exemplo.com,2023-08-27,09:59:00,Cliente 592,2023-07-06
user_593,16209254270,cliente593@exemplo.com,2023-08-30,12:17:00,Cliente 593,2023-12-29
user_594,96521542052,cliente594@exemplo.com,2023-09-18,20:45:33,Cliente 594,2023-10-26
user_595,79557351971,cliente595@exemplo.com,2023-03-17,19:09:00,Cliente 595,2023-09-11
user_597,12795681304,cliente597@exemplo.com,2023-09-30,22:40:00,Cliente 597,2023-07-19
user_598,35132171275,cliente598@exemplo.com,2023-02-02,21:40:04,Cliente 598,2023-11-30
user_599,45059683298,cliente599@exemplo.com,2023-04-11,21:30:00,Cliente 599,2023-09-14
user_6,77092708481,cliente6@exemplo.com,2023-09-24,10:57:00,Cliente 6,2023-10-11
user_60,80345325961,cliente60@exemplo.com,2023-06-25,01:07:00,Cliente 60,2023-11-23
user_600,32248139188,cliente600@exemplo.com,2023-08-23,00:30:00,Cliente 600,2023-03-05
user_601,82540390644,cliente601@exemplo.com,2023-05-03,11:01:00,Cliente 601,2023-06-21
user_602,62605378255,cliente602@exemplo.com,2023-06-24,16:45:00,Cliente 602,2023-08-24
user_604,59229529889,cliente604@exemplo.com,2023-12-08,15:08:55,Cliente 604,2023-04-22
user_605,77283625587,cliente605@exemplo.com,2023-07-19,12:35:00,Cliente 605,2023-05-15
user_606,41483051998,cliente606@exemplo.com,2023-04-13,02:10:00,Cliente 606,2023-08-24
user_607,79282909009,cliente607@exemplo.com,2023-07-05,02:47:00,Cliente 607,2023-10-29
user_608,67969217899,cliente608@exemplo.com,2023-08-18,10:40:22,Cliente 608,2023-08-13
user_609,66923265759,cliente609@exemplo.com,2023-09-10,01:01:00,Cliente 609,2023-12-10
user_61,74482297590,cliente61@exemplo.com,2023-05-04,23:19:00,Cliente 61,2023-07-01
user_611,39673406706,cliente611@exemplo.com,2023-05-23,06:58:00,Cliente 611,2023-09-30
user_612,10029160116,cliente612@exemplo.com,2023-10-08,02:02:21,Cliente 612,2023-08-11
user_613,81782153521,cliente613@exemplo.com,2023-11-20,08:21:00,Cliente 613,2023-11-03
user_614,10571365948,cliente614@exemplo.com,2023-07-03,07:50:00,Cliente 614,2023-01-22
user_615,69907512464,cliente615@exemplo.com,2023-12-03,04:32:00,Cliente 615,2023-12-30
user_616,43448428968,cliente616@exemplo.com,2023-09-14,05:27:35,Cliente 616,2023-05-19
user_618,92508417161,cliente618@exemplo.com,2023-05-17,04:01:00,Cliente 618,2023-10-10
user_619,36074384168,cliente619@exemplo.com,2023-11-19,07:13:00,Cliente 619,2023-07-31
user_62,45120587505,cliente62@exemplo.com,2023-10-06,08:18:00,Cliente 62,2023-01-19
user_620,51846331823,cliente620@exemplo.com,2023-04-29,16:03:00,Cliente 620,2023-05-28
user_621,97474384264,cliente621@exemplo.com,2023-07-28,09:32:00,Cliente 621,2023-03-25
user_622,21970857104,cliente622@exemplo.com,2023-03-09,16:38:00,Cliente 622,2023-08-21
user_623,89345724334,cliente623@exemplo.com,2023-02-09,16:00:00,Cliente 623,2023-08-15
user_625,85835874590,cliente625@exemplo.com,2023-08-18,08:09:07,Cliente 625,2023-09-22
user_626,45528173265,cliente626@exemplo.com,2023-03-08,01:43:00,Cliente 626,2023-01-03
user_627,86176538947,cliente627@exemplo.com,2023-09-15,06:40:00,Cliente 627,2023-02-23
user_628,28462984520,cliente628@exemplo.com,2023-06-18,12:03:00,Cliente 628,2023-12-04
user_629,90590775763,cliente629@exemplo.com,2023-09-18,13:08:00,Cliente 629,2023-06-12
user_63,80302128440,cliente63@exemplo.com,2023-01-06,00:14:00,Cliente 63,2023-10-24
user_630,98801482766,cliente630@exemplo.com,2023-04-28,00:25:00,Cliente 630,2023-02-13
user_632,57208278019,cliente632@exemplo.com,2023-06-16,09:10:00,Cliente 632,2023-07-30
user_633,88404469266,cliente633@exemplo.com,2023-12-19,17:48:00,Cliente 633,2023-09-13
user_634,35168062733,cliente634@exemplo.com,2023-10-09,07:36:00,Cliente 634,2023-08-18
user_635,70587615017,cliente635@exemplo.com,2023-11-15,05:00:00,Cliente 635,2023-04-22
user_636,74733037013,cliente636@exemplo.com,2023-07-03,07:22:00,Cliente 636,2023-07-12
user_637,36615721584,cliente637@exemplo.com,2023-07-30,16:39:12,Cliente 637,2023-03-30
user_639,14803821869,cliente639@exemplo.com,2023-12-08,15:27:00,Cliente 639,2023-09-06
user_640,82672895422,cliente640@exemplo.com,2023-10-07,05:44:00,Cliente 640,2023-01-01
user_641,42451245429,cliente641@exemplo.com,2023-07-17,18:44:00,Cliente 641,2023-11-12
user_642,94502297581,cliente642@exemplo.com,2023-06-22,12:44:00,Cliente 642,2023-04-19
user_643,95335622921,cliente643@exemplo.com,2023-06-27,10:33:00,Cliente 643,2023-03-17
user_644,34102835854,cliente644@exemplo.com,2023-11-22,11:14:00,Cliente 644,2023-11-04
user_646,53021298671,cliente646@exemplo.com,2023-12-12,10:53:31,Cliente 646,2023-05-29
user_647,13331511210,cliente647@exemplo.com,2023-04-29,19:08:00,Cliente 647,2023-06-23
user_648,98879555034,cliente648@exemplo.com,2023-01-02,01:28:00,Cliente 648,2023-12-11
user_649,92925973390,cliente649@exemplo.com,2023-05-19,22:30:20,Cliente 649,2023-10-13
user_65,93720264716,cliente65@exemplo.com,2023-11-06,10:32:00,Cliente 65,2023-10-04
user_650,23095887976,cliente650@exemplo.com,2023-06-26,05:38:00,Cliente 650,2023-10-12
user_651,11395001202,cliente651@exemplo.com,2023-09-29,08:30:00,Cliente 651,2023-05-04
user_653,86768255532,cliente653@exemplo.com,2023-02-11,01:32:00,Cliente 653,2023-01-18
user_654,86614050870,cliente654@exemplo.com,2023-04-22,19:45:36,Cliente 654,2023-06-13
user_655,38673242975,cliente655@exemplo.com,2023-08-13,12:54:24,Cliente 655,2023-12-14
user_656,24024485317,cliente656@exemplo.com,2023-09-01,02:54:00,Cliente 656,2023-10-20
user_657,75959104432,cliente657@exemplo.com,2023-04-17,14:30:00,Cliente 657,2023-11-03
user_658,95851661563,cliente658@exemplo.com,2023-11-02,06:50:00,Cliente 658,2023-01-28
user_66,29239383201,cliente66@exemplo.com,2023-02-13,20:28:53,Cliente 66,2023-08-22
user_660,38326665368,cliente660@exemplo.com,2023-09-20,12:28:00,Cliente 660,2023-01-31
user_661,71046430095,cliente661@exemplo.com,2023-08-31,11:00:00,Cliente 661,2023-02-12
user_662,62511028521,cliente662@exemplo.com,2023-02-05,17:02:00,Cliente 662,2023-11-26
user_663,74129578844,cliente663@exemplo.com,2023-09-10,11:32:12,Cliente 663,2023-06-09
user_664,21736083740,cliente664@exemplo.com,2023-03-09,11:12:00,Cliente 664,2023-01-24
user_665,93771769829,cliente665@exemplo.com,2023-12-13,05:18:00,Cliente 665,2023-03-12
user_667,95930061877,cliente667@exemplo.com,2023-06-28,15:11:00,Cliente 667,2023-12-30
user_668,58728582151,cliente668@exemplo.com,2023-10-12,12:06:00,Cliente 668,2023-04-29
user_669,23527558671,cliente669@exemplo.com,2023-12-06,16:26:12,Cliente 669,2023-01-10
user_67,91126984048,cliente67@exemplo.com,2023-01-11,11:45:00,Cliente 67,2023-12-25
user_670,49488696401,cliente670@exemplo.com,2023-12-07,06:56:00,Cliente 670,2023-07-22
user_671,33749209350,cliente671@exemplo.com,2023-03-28,09:45:00,Cliente 671,2023-07-15
user_672,87268097294,cliente672@exemplo.com,2023-07-15,10:20:50,Cliente 672,2023-08-15
user_674,51974164083,cliente674@exemplo.com,2023-06-28,14:10:29,Cliente 674,2023-01-12
user_675,84814414517,cliente675@exemplo.com,2023-01-28,11:44:21,Cliente 675,2023-11-04
user_676,89076963104,cliente676@exemplo.com,2023-10-31,21:23:32,Cliente 676,2024-01-01
user_677,37352957643,cliente677@exemplo.com,2023-05-17,23:55:06,Cliente 677,2023-01-20
user_678,23030696429,cliente678@exemplo.com,2023-02-20,04:36:00,Cliente 678,2023-03-11
user_679,36501602535,cliente679@exemplo.com,2023-02-09,09:06:00,Cliente 679,2023-03-14
user_68,79203634652,cliente68@exemplo.com,2023-11-05,01:55:00,Cliente 68,2023-03-26
user_681,13463971639,cliente681@exemplo.com,2023-03-23,07:02:00,Cliente 681,2023-07-28
user_682,45357941071,cliente682@exemplo.com,2023-11-22,11:32:00,Cliente 682,2023-03-18
user_683,46858361977,cliente683@exemplo.com,2023-01-14,06:26:00,Cliente 683,2023-02-01
user_684,25530230525,cliente684@exemplo.com,2023-11-27,04:57:00,Cliente 684,2023-03-11
user_685,31878833727,cliente685@exemplo.com,2023-04-27,19:09:22,Cliente 685,2023-03-14
user_686,37037369039,cliente686@exemplo.com,2023-11-23,05:08:35,Cliente 686,2023-07-24
user_688,78632452911,cliente688@exemplo.com,2023-04-02,12:57:10,Cliente 688,2023-02-21
user_689,54932534732,cliente689@exemplo.com,2023-05-28,11:25:00,Cliente 689,2023-12-28
user_69,85563453124,cliente69@exemplo.com,2023-06-08,20:28:00,Cliente 69,2023-07-28
user_690,60225067734,cliente690@exemplo.com,2023-01-13,10:54:10,Cliente 690,2023-06-09
user_691,63717715522,cliente691@exemplo.com,2023-05-23,03:15:00,Cliente 691,2023-07-17
user_692,97359052798,cliente692@exemplo.com,2023-12-09,21:32:24,Cliente 692,2023-05-27
user_693,59153761882,cliente693@exemplo.com,2023-12-27,11:23:00,Cliente 693,2023-05-19
user_695,15401717764,cliente695@exemplo.com,2023-08-26,23:48:00,Cliente 695,2023-12-03
user_696,33809114023,cliente696@exemplo.com,2023-11-16,02:14:15,Cliente 696,2023-10-03
user_697,47038135992,cliente697@exemplo.com,2023-04-21,03:44:45,Cliente 697,2023-08-24
user_698,42086026531,cliente698@exemplo.com,2023-10-28,19:49:16,Cliente 698,2023-01-31
user_699,10182481594,cliente699@exemplo.com,2023-05-28,06:35:37,Cliente 699,2023-01-21
user_7,77833190861,cliente7@exemplo.com,2023-02-28,03:13:11,Cliente 7,2023-09-14
user_70,99723661721,cliente70@exemplo.com,2023-01-21,03:31:00,Cliente 70,2023-02-20
user_700,89062642512,cliente700@exemplo.com,2023-10-30,08:25:00,Cliente 700,2023-10-06
user_702,29991062670,cliente702@exemplo.com,2023-01-03,12:38:00,Cliente 702,2023-12-02
user_703,16943302812,cliente703@exemplo.com,2023-09-25,11:44:00,Cliente 703,2023-01-20
user_704,70238222945,cliente704@exemplo.com,2023-05-19,18:12:37,Cliente 704,2023-10-13
user_705,33306495319,cliente705@exemplo.com,2023-11-30,10:17:00,Cliente 705,2023-05-12
user_706,45070359182,cliente706@exemplo.com,2023-10-02,01:00:00,Cliente 706,2023-08-22
